label,text
1,"Purchased this bike rack after visiting the Saris website and searching for a bike rack that could be used with a VW Beetle and Toyota 4Runner. The rack arrived in a timely manner but.........instructions were vague and hard to follow. My husband and I spent a couple of hours trying to install the rack & 2 bicycles onto the 4Runner. We could get the rack on - tight & secure - but the weight of the bicycles caused the upper legs to pull away from the rear window. We finally gave up and returned the rack to Amazon. In addition, no way could the rack be used on the VW - straps and metal clips would have to be attached to glass which the instructions clearly said should not happen. I consider my husband & I to be reasonably intelligent but possible that there was something we failed to do????????A positive....Amazon paid for return shipping and credited my credit card - no questions asked."
2,"The movie has 8.5 calification, the special effect are very good, in this new time of best movies, this movie its the first movie about the First World War; the DVD has 8.7 calification, god presentation, the postal pictures from the movies are good, the extras from the movie are good.My final calification is 8.7, is a very good movie, the scense and the flow of the story is good.Please buy this title"
1,"I gave this movie a chance because Robert Patrick was in it. He couldn't give it any justice at all. The action was over the top and unrealistic. The criminals were all cliched especially the African-American criminal. (Don't know why they always have to make African-American characters have a smart mouth, it's too stereotypical) John Cena can't act his way out of a paper bag and he's too damn bulky with his cucumber fingers. The car chase scene with all them bullets hitting the car and Cena is still driving and able to avoid every single bullet. He's hit with multiple objects but still no mark on him. The wife gets knocked the hell out so many times but no bruise on her at all. This movie was ridiculous don't waste your time unless you're a Cena mark."
2,"I waited and waited for v2.0, it's the first product in sometime that hasn't shipped with bugs. A perfect application for parties, driving and getting things done.I'll wear this disc into a coaster in no time."
1,"Couldn't watch more than 30 minutes. The acting, the plot, everything... completely just... BAD. Why do people enjoy this movie?"
2,"This movie was funny! I love Hockey, and I love this movie. If you love Hockey, then you'll love this movie!"
1,"I really enjoyed the first two live-action Transformers movie but this one ... no! I was definitely disappointed with the casting of Sam's new love interest. There was a lot of action but it seemed ""action for the sake of action."" I felt that the picture ""worked too hard at being good."" There were times I couldn't tell who was autobot and who was decepticon. Some of the scenes were extremely crude and others tried my patience. So no Megatron, no Ironhide, and no Sentinel Prime. We have the one-armed Optimus and the unscaved Bumblebee. Agent Simmons was there being well ... he was there. Better luck next time, Bay."
1,The shirt is NOT at all of a good quality. It does not worth $6 at all. Its transparent also. Please save your money and buy a better quality shirt.
2,"This is a great CD. Like a lot of really good groups, there are a large number of truly great songs on this CD that you won't hear anywhere unless you buy the CD. Songs like ""Temptation Waits"", ""The Trick is to Keep Breathing"", ""Sleep Together"" and others really show off the quality of this group in a way you would otherwise not know. If you like what you've already heard from Garbage, you really need this CD, you will not be disappointed."
1,"Ok, I must say I am a huge fan of Nirvana and Kurt's work, but this film......it was interesting if you're willing to sit and watch nothing. This film was about Kurt's last days and what he did, but it was a terrible thing to watch if your a fan because you get absolutely nothing out of it. Most of the music in the movie was terrible in choice; the only part of this movie that i liked was the very end scene where the ghost climbs out of the body. This movie didn't hold my interest at all; it was wandering, mumbling, eating, avoiding. How could you make a film about Kurt Cobain, the man who made grunge, so terrible? I must say I don't think any fan of Nirvana should watch this.Also the very end of the movie says:In memory ofKurt Cobain1967-1994This movie should not have been in memory of Kurt."
2,"I upgraded to the 128 MB Smart Media card by Simpletech and was very happy with the added storage ability for photos. It's well worth it. It's rugged, fast and works with other devices. More bang for the buck. Get it!"
1,"I have been using this printer for over a year. This is a very loud and inefficient printer. It can't even print doc well. I use top quality paper and this does not help. It is a particularly voracious ink eater as well. Stay away from it, even if they give it to you .. It is huge."
2,"We bought this for our 17 month old son. I put a Little Tikes Snug N Secure Swing in place of one of the regular swings. Every night my son runs straight for his swing. He is still too smaill for the climber, but I think he will enjoy this for many years to come.Assembly was a breeze, it took my husband about 20 minutes. the toughest part was figuring out the rope ladder.I highly recommend this toy!"
2,"FINALLY it comes out on dvd. This film is absolutely brilliant. Psychologically scarred me as a kid. I've never been able to think of ventriloquists or their wooden counterparts in quite the same way since. Still, it has left a lasting , unavoidable impression upon me. I have both dreaded and longed to see it again. Thank you, Dark Sky , for making that possible."
1,A truly great example - of how terrible some movies have become!! Vulgar!! Offensive. Unnessisary nudity!! I usually love Adam Sandler - and can't believe he'd stoop so low in this role. Seth is highly likeable in this - but still swears and lowers himself as well. The woman who plays Adams 'romantic interest' is mostly great - but also stoops to swearing - blantant sexuality. The writing is the worst in this movie. This awful movie is 2 hours and 22 minutes long - but only feels like 5 hours. - And I could have spent my life doing something more interesting and exciting like watching paint dry or grass grow. I suggest skipping this movie altogether!! Tragic where movies have gone to. Much has been lost!!Scott MacNeil - comedian.
1,"I just didn't get anything out of watching this movie. It neither scared or even interested me. The special effects were good, but this movie just didn't work for me. Wasn't captivating or that involving. Liam Neeson is a great actor, but even he can't do much for The Haunting. There are better movies out there."
2,"I'm very pleased with this product because it has a natural feeling head and makes climaxing easyand can be used in the bathtub,shower or where ever."
1,"Well, I don't see why people can't just leave a good product alone! This WAS a good product but this box of diapers has a bad smell. It's like Pampers has added a perfume or fragrance and now the diapers smell really bad! My son had bad diaper rash & I feel the perfume/fragrance delayed the healing of and maybe even inhibited the healing process.Not good! Will be looking for a new brand of diapers! Will never buy Pampers baby dry again and am very disappointed!"
2,"I read this book ages ago, and since I can remember it's been considered a masterpiece worldwide. It seems like in some places a celebrity's blessing is needed to get the attention of those who instead of reading good literature are connected to the television watching crappy stuff. Well, if you fit the glove, then don't even bother leaving a review, carry on watching your stuff and leave the reviews for the ones who really enjoy good literature."
2,I enjoy these diapers as they are not bulky and do not have the new DRYMAX product. I feel like they are safe for my baby's skin.
2,"This is a great game!! There are lots of new units like dragons and the story line is prety good. It has the weapon triangle like the rest of them, but the magic triangle changed which stinks. But, still in this one, you can give your units extra experience, you get to forge your own weapons, and you can change the color which is cool. The graphics are a bit better. But, still the same types of batte maps. Overall, this game is awesome!!!"
1,"I have to agree with the previous reviewer. This book is more like the cliff notes to a book about men's fashion, tradition, style, etc. The other half of the book is relatively useless - unless, of course, you're a millionaire & world traveller. The prose is humorous at times becasue it's so pretentious - bordering on the effeminate a la Niles Crane. Still, there are some very imporatnt basice male fashion rules established by history and tradition, discussed in this book, which one wishes were adhered to more regularly. The first half of the book is serviceable, but not authoritative. Flusser comes off somewhat foppish and the picture of him on the dustjacket would lead me to question his taste in, if nothing else, haircuts! I would consider a better book, with far more lavish detail and illustrations to be ""Gentlemen : A Timeless Fashion"", only recently published."
2,"First of all, is this movie for kids? Maybe. Most scenes are. However it would be good if parents would see this movie beforehand, because some of the action scenes are intense.I loved this movie from start to end. I'm 23 years old, and I have read the Narnia books, and I thought this adaptation blew the book out of the water! EXCELLENT! The director really knew what he was doing on this movie. I loved the first movie, but this one is much much better.There is a lot of action scenes that are done very well, and are very breath taking whenever you see the different creatures in Narnia in battle.There is plenty of comedy, action, adventure, and also a love story. It has a little bit of everything. I don't think they are going to beat this movie with the other ones however. I think this is Narnia at its best."
1,The worst item I have ever purchased it is so flimsy you can only fill it to half full putting it together nut and screws stripped out and had to go to ace hardware to buy new bolts and nuts save your money
2,"I've been wearing Chuck Taylors since the mid-80's but this is my first pair with a black outsole (all others have been the standard off white). I went to a party over the weekend in a backyard that was very little grass, mostly dirt, and was able to just wipe off the outsole with a damp cloth. If I had gone in shoes with an off white outsole, they would have been trashed. I also like the fact that these seem just a litle more ""dressy"" than most canvas Chuck Taylors. Highly recommended."
1,"These transformer movies are horrible. The special effects are the only good thing about these movies. The actors, especially the main actor have drab storylines, stupid dialogue, and the transformer voices are poor. Unless you're a kid, this movie is not for you."
2,Very Slick Looking Book - Perfect Condition and Glossy Looking - Looking forward to reading it :)
2,"This is a wonderful resource that helps me get through every day at work. My headaches and neckaches are better since I started using the yoga stretches and breathing techniques. It has taught me how to powernap to revive me from feeling exhausted, and has given me lots of tips on how to cope with change, handle stress, and enjoy life more. A lot of helpful information is packed into the useful book. Thank you very much."
1,"Well, I bought this album based upon the three songs I heard on the radio: Chop Suey!, Toxicity, and Aerials, and frankly I am dissapointed. This album is a hit and miss. On one hand it has some great songs on it, but on the other a few songs (namely Jet Pilot and X) bring it down. The only non-radio song on here that I have learned to like is Science and maybe Bounce (mainly for its comic value.)The band does have some talent, and they do have a unique sound to them. However, I think that if they trimmed off some of the lower quality songs on here, the album would have been better."
2,While many families don't get along for one reason or another... Sometimes it takes a miracle to make people look at their own lives a bit closer... in this film.. mainly a comedy with some twist... you might relate to dealing with a whole family coming together for a mothers funeral.You may check out the trailer here as long as Youtube has it available[...]
1,"my God! this actually gets zero stars!!! how can anyone listen to this schlock?!?! clay aiken sounds exactly like the backstreet crossed with whitney houston. a CD full of sorry sounding pop hooks and soppy balladry is just absolutely aweful! if you want some good pop hooks and ballads, then get simon and garfunkle instead. and if you feel like some soppy balladry then get david bowie's ""hunky dory""...just make sure you pass on this true piece of crap of an album...seriously, this sucks really really bad"
1,"Billy Connolly: Live in New York is a poor recording of his comedic talent both artistically and professionally. The stage set looks drab and poorly lit, much like an amateur would do on his first chance of recording finger puppets for a kindergarten class. The comedian's appearance matches that of the set, leaving his grey hair standing out as if he just stepped out of the shower. His comedy material seems impromptu, with digressions that never establishes ""The Roll"" in any of his comedy bits, stories or subjects, throughout his comedy act. To be frank, I fell asleep 3/4 of the way through the DVD and decided to use the DVD as a beverage coaster instead.I originally purchased the DVD based upon samples of his material I've heard from Satellite Radio, and I believe that there are far better recordings of this artist besides this DVD title."
1,"I bought this book based on a firend's advice, who claimed that it was the best book he had ever read. Well, the first page was very interesting and captivating, and then I started suffering through the rest. A never ending, boring, slow, and confusing book. It took me almost a year to finish it and I suffred through every page. What is all the fuss? I didn't find it intelectually challenging, entertaining, or fun to raed. It was just boring and confusing, pure and simple."
1,"Till now I've never seen a bad Nicolas Cage movie, this would be the first. We kept hoping it would end and will never watch it again."
1,"I was really disappointed with this book, especially since it was so highly recommended by friends and in general. I guess perhaps when it was written the ideas Fromm expressed were new, or at least the way he expressed them were new, but I can't believe that any minimally self-aware person hasn't thought about at least 80 to 90 percent of these ideas themselves. Fromm seems to be the typical over-educated, intellectual psychologist/philosopher, who takes a simple idea (if you don't know and love and understand yourself and the world around you, you can't love another person) and over-analyzes it, giving historical and biblical examples. Just another 90-odd pages of psychobabble."
2,"Braden draws a connective thread in this work uniting the sacred taught wisdoms of the past, the science of modern times, and the lives we seek to live today into a congruent whole. The effect of his passion for answers, moments of puzzlement, and intense desire to help create an everlasting peace, illuminates pathways that can lift people from lives of confusion to lives of direction. Many of the concepts noted had before been free-standing models that Braden draws into a much bigger, stronger picture."
2,"This is the best style manual for advertising copywriters on the market. There may be a new edition that supercedes this one by the time you read this. if so, I would buy it without reservation. I find myself reaching for this time and again when I write. Highly recommended."
1,"Others have mentioned the heroine is a brat, and she truly is. I'm half-way through and dislike her immensely. Shouldn't I like her by page 156, and be rooting for her and the gorgeous hero? I feel bad that Quin is going to end up with this awful woman. This isn't the worst book I've ever read, but there are so many better ones! The plot sounded fun to me and Quin isn't an alpha male, but still likeable enough. Its Maddie. She slaps him. She makes fun of him. She has atrocious manners. She's insufferable!"
1,"Each soup alone has over 20g of carbs! And that's just for soup not a meal! To lose weight (not just maintain your current weight) you can only eat 20-30grams of carbs per day, not per meal.Most of these veggie cookbooks are for the rich anyway, a lot of the ingredients are only available at fancy-pants stores like whole foods. I hate to say it but diets like Atkins are within reach for low-income folks. Who has time (or money) to find something called 'mirin' whatever that is"
1,"I'm not a huge dance/techno/electronica/call-it-what-you-want fan, but I do dabble. And seeing the addition of vocals, bass and guitars to a dance outfit piqued my interest. Unfortunately, it didn't hold it. Nothing really bad here, it just didn't make much impression. ""Drop the Break"" is OK, and I liked the trance-y feel of ""Yallah Habibe"". The only other impression I got was the rather silly lyrics on ""Abduction"". Serviceable for background music, but not really an album I could get into."
2,"As a Veteran, I am apalled and sickened by the contents of this book. If even a small percentage of the allegations outlined in this book are true; this has to be America's greatest shame. Abandoning those who fought and served in harm's way for their country is inexcusable.The first half of the book seems to be all about explaining the abandoning of our POWs, which has taken place since WWI, and establishing the credentials of the Communist official who provided most of the ""facts."" It requires a lot of concentration to wade through all the facts and dates. The second half deals with the ""nuts and bolts"" of the abandonments and methods of attempts to cover it all up. The government agencies involved includes almost every DOD and Security agency in our frderal government along with most members of congress and the executive branch. Fascinating but disgusting.Man up and bring our Heroes home."
2,"More as a point of clarification than review: the Oxford World's Classics edition is not the 1855 edition. (All the comments & editorial reviews for various versions of Leaves of Grass seem to have all be funneled into the same place.)According to the ""Note on the Text"" in the Oxford edition, it is the ""death-bed"" edition published in 1891-92. It is based on the 1881 edition.If you want the original 1855 version, Penguin offers it. Search: ""Leaves of Grass Penguin classics"".In any case: the 5 stars are for Whitman."
2,"Also a must-have for Perry Mason fans... good acting, exciting plot lines and a nice glimpse into 1960s legal practice in L.A!"
1,"The acting was bad, especially those of the supporting characters. The actors weren't helped by some awful dialog. The plot was rediculous, though some of that was intentional. The low-budget special effects were silly, and not in a good way. In short, don't waste your money on this stinker."
1,"Yesterday, HP pulled the Mac OS X driver for the 1022 from its website, most likely because of Mac users buying 1020s and installing the driver to workaround it. I have not spoken to any HP people to confirm this, but I did download the driver on Tuesday, and after deleting it, found out I needed it again. Only today the driver is gone and the date the page was updated was May 18th! Nice job, HP!"
2,"Great language, humor and wonderful story telling are hallmarksof Gerald Durrell's books. Always enjoy reading them. I got thisfor my son on his 11th birthday. I think it will also help himgreatly improve his vocabulary."
2,"I notified Digi Acc to let them know that I ordered the wrong battery. I have 2 Canon digitals and they use different batteries. I ordered the Canon NB-5L for the Canon SD950 IS and should have ordered the Canon NB-4L for the Canon ELPH100HS.I called Digi Acc and left them a message and never received a response. If someone would respond, I would like to exchange the battery."
1,"How an author can create such great characters while writing a novel free from compelling circumstances is surprising. Ho hum, I can't believe she's dead, let's pour ourself another drink. I can't believe her mother showed up, ho-hum let's pour another drink and watch her clean the house. One big secret does surface, but it is rather mundane in it's telling. At the end everyone gets better, while the Mom who is easily the most exciting of the group, realizes life does go on after the loss of a child. Even if'ts is a miserable and shallow existence. Color this whole novel as grey and bland as a grief stricken day in the Hamptons. I was disappointed because I really looked forward to this book, and intead could barely muster the energy to finish it."
1,"The pump already looked fishy, it had some remains of contact glue at the top end of the pump. 15 minutes ( 65 cm on the way ) the top part comes off..I guess with contact glue I will be able to fix the pump, still...The ball itself so far holds well, not sure if one is supposed to sit on it when its not fully inflated though..T."
1,this film is one of my all time favorites but i have to say the picture quality of the video is very poor i am needless to say dissapointed
1,The product was very difficult to put on that I just gave up on it. Couldn't return it because the orginal wrapping had been thrown away.
2,"Always loved watching A Charlie Brown Christmas on TV during the holiday season, now I can watch it any time.The extra features included were great, one I had never seen before. Thoroughly enjoyable speaking as a Charlie Brown fan."
2,"GREAT STORY... LOVE IT, WHAT A GREAT MAN HE WAS!!! THIS IS A NICE MOVIE OF ONE OF OUR SAINTS!!!!"
2,"While I do admit that these stories are no longer capable of scaring me, I also understand the fact that...this is a children's book. That being said, if you are not 12 and under, you might find some of the stories rather bland-- especially if you're a serious horror fan.Anyway, this book is great for campfire/sleepover/Halloween party-type settings. They're pretty short, but still quite enjoyable. My father read these books to my siblings and I as children during the month of October, and they scared the crap out of us.The illustrations....weird, scary, freaky stuff. Bottom line. In my opinion, the pictures are even scarier than the actual stories. I'm 26 now, and some of them still creep me out to this very day. So, if you're intending to read these stories aloud, then make sure that you show the pictures to add to the scare factor.Overall, I still enjoy this collection of stories. I highly suggest giving them a shot."
2,"We tried 4 or 5 different kinds of diapers when our son was born from all the samples and such. We got a pack of these from a neighbor and they worked the best of all, so we've stuck with these. You can tell how wet the diaper is by feeling how inflated the diaper is. Wish I was using cloth diapers but that didn't really work out for us due to logistics (no washer) and I wish I had a more ""natural"" choice, but others are more expensive and don't work as well. These are 14.5 cents a diaper w/ Amazon Mom."
2,A fascinating look at a young man who is beginning to question his youthful ideals. Does he abandon his lower class family and everything he believes to marry into a wealthy family? It is beautifully written and very real.
1,"This book may be of value to someone who really knows Virgil and Virgilian scholarship, but Horsfall's style is so idiosyncratic, and his approach so random, that students and other intermediate readers are best warned off. Ideas are presented, or hinted at, in sentences or sentence fragments overflowing with parentheses, exclamation points, question marks, footnotes, and cross-references. The text is poorly edited and in places doesn't make any sense at all. Overall, one gets the impression that Horsfall (who wrote most of the book, and translated two chapters from Italian into his own idiom) is a brilliant scholar who welcomes us into his brain but really can't be bothered tidying up before we come in."
1,"This product does not work well. The needle frequently gets stuck, and therefore doesn't tell the temperature. I have already thrown away the packaging, so I won't be able to return it, but I will throw it away and look for something more reliable. Don't waste your money."
1,"This was my first purchase of a vibrator and was very disappointed. It was shipped very discreetly from Amazon directly, but it didn't work. I put in fresh batteries and it wouldn't turn on. I even tested the batteries, they were good, but this rabbit wasn't. Unfortunately, Amazon doesn't take returns on this type of personal product. I simple won't buy anything made by California Exotics again. I'll try one of the other brands next time."
1,"John Steinbeck who is the author of this book ""Of Mice And Man"",wrote about the forgotten people like the lonely migrant workers.Lennie and George are two migrant worker with different personalities. Lennie is a huge man with an ironic mind, he all the time gets in trouble accidently,George is a small man,but has a quick mind. These two left Weed to Soledad where they attemped to realize their dreams which is to get their own land and have a good life, not to spend their money at a cat house. Since they are not lonely like the other migrant workers. Lennie and George have each others.This book is wonderful and at the same time sad.I recommand this book because it exlains the value of friendship ,how the migrant workers are lonely,how they live and what their dreams are.In this book i love the innocent Lennie as well as George who did his best to protect his only and best friend."
2,"Completely captivating and amazing. When I saw the movie I knew nothing about it and I am glad otherwise the plot would have been ruined. So, I won't say anything about the plot.This is a movie that enfolds little by little as the viewer, and the characters, begin to learn what is going on. I simply can't express how much I loved this movie. It was very well done, the story was captivating and the actors' performances were engaging, completely believable and simply superb.The film is very well edited, the camera angles used were essential to getting to know the characters. Everything in this film is amazing. It is one engaging film, from beginning to end.The DVD has very few Special Features. But, be sure to watch the deleted scenes. They are preceded by an interview with the director explaining why each of them was cut out of the film."
1,"As a father of a daughter with autism, i was surprised by how little time the author contributed to the family life. More time was spent at work and then writing a book when it sounds like home would have been the place to be at this critical time for his family. He writes often about don't critize until you've walked in my shoes yet he has no problems bashing the GFCF diet which has proved helpful to many families. while written with great love for his son, i am not sure his priorities are in order."
1,"20 dollars and 2 1/2 hours I can never get back. I was disappointed by this movie I am actually embarrassed I bought it last Friday when it came out. My kids were so excited but after 2 hours even they had enough. During the scene where the building is crashing down My 9 year old asked What did Optimus Prime go on a lunch break? Once he did show up he made short work of the bad guys. The action scenes were amazing at first but became boring and tedious real fast. Shia LeBeouf is awful, his stupid jokes always seemed to come at the most inappropriate times. John Turturro's character may be the most stupid, intelligent character in a movie ever. No character development, no real emotion and Transformers that in many scenes never even fought back. If you have to rent it skip the first 45 minutes, but don't buy it it's just not worth it."
1,"Oh my god! This movie was so pathetic. I rented it hoping it would be good like I had heard. But no! What I saw was the most stupid and boring movie! The acting was good and so was the story, but the movie sucked, STAY FAR, FAR AWAY!"
1,Saw them live with Dredg and they stunk up the joint...badly.Don't compare them to TMV...no comparsion in any manner.
1,"WARNING! WARNING! WARNING! The transfer quality of this DVD ""SECRET AGENT"" is discusting. This is the 21st century, the digital age. With the latest transfer machines on the market there are no excuses for studio's churning out rotten transfers. Before you buy this disc, ask yourself if you can sit through an unwatchable image. Good old ""Hitch"" would turn in his grave if he knew what was happening to his precious movies. A warning should be posted about the rotten transfer of this disc and I have just done it! DON'T BUY IT. DEMAND BETTER QUALITY!"
2,"Of Mice and Men by John Steinback is an amazing book that combines the life of a worker and social pressure. It takes place on a ranch in the middle of nowhere. The two main characters, George and Lennie, are out to create a life for themselves. They are almost like brothers. This story has many twists and turns and makes you think about your best friend. The story creates a suprising ending. It is a great short story for someone looking for a short and good read. I recommend this to everyone. The only thing about this book making it un-acceptable would be the colorful language that John Steinback uses, but otherwise, the entire story is amazing and will never be forgotten."
1,"I won't use it again.very low quality. I feel the frequency with which I change these ,adds up the cost.so better to buy a good quality diaper."
1,Check their web site at www.emarker.com. A pity. This looked like a good idea. :-(
1,"I just received the DVD today, and watching it was very disappointing. It's only 1.9GB on disc. There are double images throughout most of the movie. It's a 4:3 frame size rather than at its 1.85:1 original size. Don't buy this Synergy DVD!"
2,"I appreciate the favorable comments made by all of the reviewers. For the record, however, in response to Peter George: my note on Stonewall Jackson accurately observes that the Confederate forces under his command repulsed the Union army at the first Bull Run and forced their retreat to Washington. I elsewhere add (chapter V, note 14) that J. E. Johnston commanded all Confederate forces in the battle. Peter Bridges also seems to object that my notes are too detailed, even ""demeaning"" to ""educated Penguin readers,"" yet that my note re. Bailie Jarvie is not detailed enough. I can only reply that my notes are intended to aid precisely those undergraduates who require them, not the pedants who are perfectly entitled to ignore them."
1,"Usually the book is always better. In this case, no way. I found it to be just a bunch of disjointed ramblings and partial recounts of what happened. I couldn't even finish it and gave it away. The movie didn't follow the book at all, but at least there was a thread of a storyline to follow."
2,"The Canterbury Tales was a notably written book,with much discription and nice tidbits of information interweaved into a perfect story. It was very interesting to read this book and I reccommend it for any others who like to read short little tales as are in this book."
1,"Gerber changed the recipe for the worse, this version isn't new and improved. It's worse I think because of the addition of the tuna oil/DHA. When the weather cools down I'll hide this in soups and stews as a mystery ingredient. Even the dog won't eat it :("
2,I was looking for clarity and a picture that would completely fill my HD television screen without manipulation. I found it with this DVD and couldn't be happier.
2,"With the new memory cards the digital cameras take HUNDREDS of pictures which is great .... until the message ""Low Battery""! This time I remembered four days before my son's wedding that I need a spare battery! Ran to the mall, to the electronics stores, but nobody had it. The answer was "" contact the manufacturer"". There was no time for that, except AMAZON.COM. Two days later arrived to my house! That's service! Of course I was able to take thousands of pictures and save my son's wedding!"
2,Cracker Jack's got quite a nack at righting these shindigs about the bums in rucksacks. Dharma Bums gives you a glimpse into the life of the Beats with a focus on their cut of Zen. This really is a great story and it will inspire you. On a side note I recommend trying to find the original edition; the old pages really smell a lot better.
2,"Sherri's video gives you all the information you need to know about having a baby in a straightforward and easy to understand manner. Plus, she is just plain funny. The video is divided into six ""classes"" that each cover an easily digestible amount of information. My husband and I watched them 2 classes a sitting. I highly recommend the set!"
2,"He is such a good actor that he can take this ""plot"" and make a good movie out of it."
1,"Product information is confusing and have so bad luck i received the Bootleged version. Still i'm keeping it because i'm not very picky with cosplay, but for hardcore cosplayers stay away, looks really cheap and fake! :("
2,"Reading the original version was great and disappointing. Don't get me wrong Wells has always been one of my favorites. But Hollywood has changed the story, quite a bit.It was a pleasure to read it as it was written."
2,this documentary tells you the relationship of Lewis Carroll and Alice Liddle. and also tells how alice in wonderland was created. this was a very intersting documentary. if you have not seen this movie then i recommend you do
1,"This movie typifies the lazy, expensive, misguided Hollywood misfires of the last 20 years, with its bargain-Blade-Runner-with-more-neon sets, poorly realized characters and jarring tonal shifts. Is it for kids? Is it for adults? A comedy? Thriller? Sci-fi? Who knows! Who cares!?Even if you completely ignore the video game origins (which this movie fouls up miserably), this movie does not work on its own as intelligible entertainment. The movie feels like a poorly directed stage play, with everyone pitching for the last row, but not campy or quotable enough to be memorable.For those of you who think this is an overlooked gem, I direct you to the climax, where Koopa basically stands in the same spot on a walkway for 20 minutes, while clichd, cartoonish ""action"" unfolds on the same recycled sets around him.Another movie that tries to be everything and only succeeds at being boring and mildly nauseating. Only watch this out of sheer curiosity."
2,"I love this movie! It was very funny, yet sweet and touching. Altough the ending was a bit shocking to me,I'll be first in line to buy it when it comes out. Adam and Drew work great together. Hawaii is beautiful, the soundtrack rocks, and this movie is awesom! GO SEE IT!! GO NOW!!"
2,"The Sassy Baby warming dishes are great! Add the hot water let it sit while you get baby ready to eat and away you go. Also keeps the food warm while baby is eating. The bright colors also hold the babys attention. We bought two one for home and one for grandmas house.Sassy Baby Warming Dish, Colors May Vary"
2,"You defintely can judge the book by its cover on this book. I really liked it a lot. I used this book as a reference tool to teach my philosophy/ethics class in college. This is defintely not for the serious philosophy student, but a very nice introduction to the ideas that dominated western thought throughout the Greek/Roman world that has come to us today. It also treats postmodernism, and the ideas that dominates today as well. This book presents a very lucid history of ideas that is very enjoyable and fun to read!Because I had to interloan the book from another library and I am unable to renew it, I will buy it after I place this review. ..."
1,"Americans reviewed EXTREMELY worthy--Just that there was no depth--more like a sound byte. And most of the stories came from American soldiers from the Midwest who were fighting in Europe. Hey,there were southerners, and there also was a PACIFIC War. Tom whom I adore and admire can do better than this!!"
2,"If you want to introduce the fantasy genre to a younger reader, I can't imagine a better starting place than this book. A lot of story is packed into this beginning chapter book. Although some profound issues are raised, I think what will appeal to most young readers is the adventure and the relationship between the boy and the new pet he brings home - which, in this case, happens to be a dragon! Readers will no doubt want to read the rest of the books in this series which, though not as good, are certainly entertaining."
1,"I don't know why one reviewer was so easy on Harrington. This book is just filled with errors. The web site isn't even available anymore. I am weary of these academics writing shoddy books,rife with errors,and then not even posting errata. STAY AWAY from this work."
2,"This movie makes a person consider the subject of Alien contact. I thought some of the alien depictions needed to be more realistic, but it showed real human emotion in the various situations that were presented in the story and the actors did preform their parts well."
2,"This film is outstanding, but I can't imagine the general public liking this movie. I'm in the classical music world and understand the music conservatory life. All the acting is wonderful. I would say not to watch this movie if you really don't know the music world and not like kinky stuff. I do understand why some people get bored with this. But to me I can really feel how my life would be over if my teacher put glass in my coat pocket to injure my hands so I'll never play again! That was the most terrible part for me to watch!Trust your own judgement. If you don't like the plot, the music is beautiful and they use great musicians."
2,"Civil War veteran John Carter is carried away to Mars. There, he impresses the giant green Tharks with his hand-to-hand combat skills, falls in love with Princess Dejah Thoris, and has many adventures. Very fun escapist yarn. Totally implausible, but never really asks you to take it seriously. Pure wish-fulfillment heroic fantasy. Burroughs' prose is a bit archaic and stilted, and some plot twists were too extraordinary to be satisfying. Overall, however, Princess is very entertaining pulp fiction."
2,"Wow, Clay's new Cd is even better than I thought it would be!He is my favorite new artist and his amazing voice touches my soul. Every song on this CD is good. Great job, Clay!"
2,"I didn't like some of the plot twist, of a former leader of the Autobots but other than that it was pretty good."
2,"Excellent show. Adult Swim is being cheap with dvd packaging. ATHF, Venture Bros. Season 4.1, and Squidbillies vol. 3.1 ALL have SERIOUS lack of quality and artwork. I expect this is across the board. It's sad, I do not know what is happening here but my days of buying Adult Swim DVD seasons is over."
1,"Over the years I've bought several Dionne Warwick albums that I've listened to with great enjoyment. I find this particular excursion, however, a sad disappointment. It just doesn't work. The instrumentals almost seem like parodies of Vegas back-up arrangements. Miss Warwick sounds as if she is out of her element. And the sound quality is mediocre. Ms. Warwick is a singer that I respect and admire. But this particular album does little to burnish her legacy."
1,"My coffee cup just barely fit on the plate. I thought I would try a different manufacturer of mug warmers. I already had one that worked. Both products worked the same. I realize that the voltage has a limit on it, but it just doesn't keep the coffee hot enough unless you can drink your cup of coffee in 30 minutes. I sip on mine for 2 hours and get very tired of continually having to zap the coffee in the microwave just to heat it up while still using the coffee warmer.Can the manufacturer's come up with a better idea that actually works?"
1,"I Bought this saw about a year ago and thought it was wonderful. Everything on it worked great. A couple of months later the handle to tighten the miter adjustment stripped out. I ordered replacement parts from Makita and received them in a very timely fasion. Shortly after that it stripped again so I made my own replacement parts that work much better. Unfortunately other cheap plastic parts on it are starting to fail and fall apart. I am a big believer in Makita tools and own many for my contracting business, but I strongly suggest buying a different saw. The best part on the saw is the folding stand which I now use to hold my old De Walt rack and pinion table saw."
2,"I picked up Of Mice and Men because it was short and I figured that I could read a good book in a small amount of time. The book turned out to be as expected if not better. I think that it is possible to get as much if not more sometimes out of a short book like this one. The book kept me involved in the plot all the way till the end. The ending made the book very good, but you will have to read it for yourself to get that satisfaction!"
2,"While there are some pieces on this 2003 album I didn't care for too much, I feel that there are also some excellent works too. In my opinion, Picante, Leyenda, Widescreen and Night Flight are the best works on this album and I really enjoy listening to them."
1,GOT THIS PRODUCT TO USE WITH A BLUETOOTH. NO INSTUCTIONS ON HOW TO FIT OR USE IT.SIZES DIDNT FIT MY EAR.
1,This book is not worth the poor trees that died or it.The Chandlers are con-artists and bullies. Save your money and seek the truth.
