id,creationdate,score,viewcount,title,answercount,tags,quest_name
48187280,2018-01-10 12:14:40,2,182,Scatter plot with colormap makes X-axis disappear,1,"python, pandas, matplotlib",Eran
48187627,2018-01-10 12:35:43,1,351,Python Loop with auto creation of data frames,2,"python, pandas, python-requests",Giladbi
48187664,2018-01-10 12:38:10,2,61,Pandas .copy() Space/Time Complexity,1,"python, pandas",Tom Cusack
48187724,2018-01-10 12:41:26,0,48,How do access and store a Pandas attribute spread across same named multiple columns as Numpy matrix for all rows and columns?,1,"python, pandas",Ishwar
48188547,2018-01-10 13:28:36,-2,45,Python dataset aggregation,1,"python, pandas, aggregation",Sheron
48188716,2018-01-10 13:39:08,1,49,groupby apply operation of all the other keys,3,"python, pandas, group-by",Donbeo
48189531,2018-01-10 14:24:11,0,19,using letters from for loop to call attributes,2,"python-3.x, pandas",osteocyt
48189688,2018-01-10 14:32:36,2,567,"Pandas, skip empty columns in xslx",2,"python, excel, pandas",Rasmus Bidstrup
48189698,2018-01-10 14:33:04,4,76,dataframe reshaping with new added columns,1,"python, pandas",Yogi
48248634,2018-01-14 10:26:17,2,701,Python Pycharm: Describe Dataframe not Shown,1,"python, pandas, pycharm",
48270609,2018-01-15 21:02:15,0,100,Python Pandas: How to Insert one Missing Row?,2,"python, pandas, dataframe, pandas-groupby",
48422269,2018-01-24 12:15:58,1,88,"How to drop 2 or more columns based on column name, type and statistics such as std in Python?",1,"python, pandas, sklearn-pandas",
48423601,2018-01-24 13:25:37,0,32,outer Joining 2 dataframes with unequal datetime indexes in Python,1,"python, pandas, datetime",
48391074,2018-01-22 22:12:04,1,349,Pandas array of pairwise correlations between columns,1,"python, pandas, correlation",gc5
48411341,2018-01-23 21:45:30,1,90,How to un-categoricalize a column in pandas,1,"python, pandas, dataframe",Brian Postow
48325677,2018-01-18 16:13:23,1,65,"How can I ""untruncate"" series data with Pandas?",1,"python, pandas",asciiphil
48377401,2018-01-22 08:31:24,1,48,finding highest cumulative percent change,1,pandas,shantanuo
48421509,2018-01-24 11:33:40,1,242,"pandas to_json output in double quotes, to feed to Elasticsearch",1,"python, json, pandas, elasticsearch, dataframe",shantanuo
48329815,2018-01-18 20:31:19,1,278,Creating a very large sparse matrix csv from a list of condensed data,3,"python, python-3.x, pandas, csv, numpy",Lelouch Lamperouge
48331413,2018-01-18 22:35:32,0,224,Pandas better way to get rows that has all columns null except one,3,"python, pandas",Null-Hypothesis
48195207,2018-01-10 20:02:56,1,81,How do I get pandas to plot in interactive mode?,0,"python, pandas, matplotlib",cjm2671
48430606,2018-01-24 19:54:01,0,245,seaborn FacetGrid: plot one category and all the categories,1,"python, pandas, plot, seaborn",Ruggero Turra
48432627,2018-01-24 22:18:27,0,121,Pandas: split dataframe on signal threshold,1,"python, pandas, signal-processing",Hooked
48393818,2018-01-23 03:37:13,0,48,Saving memory with Pandas bi-temporal DataFrame,0,"python, pandas, dataframe, memory-management",Zhang18
48402044,2018-01-23 12:41:57,1,260,Label axis on pandas group by plot,0,"python, pandas, matplotlib",Ivan
48194545,2018-01-10 19:14:40,1,36,group pandas dataframe while averaging values in some columns,1,"python, pandas",user308827
48397197,2018-01-23 08:30:27,0,322,Parsing dates with Pandas: how to take time zones into account?,2,"python, pandas, timezone, strftime, date-parsing",MasterScrat
48373088,2018-01-22 00:10:45,2,1292,Duplicating training examples to handle class imbalance in a pandas data frame,1,"python, pandas, machine-learning, oversampling",Franck Dernoncourt
48234384,2018-01-12 21:41:34,0,22,Resampling for each day timerange in pandas,1,"python, pandas",Maurice Kroon
48248490,2018-01-14 10:04:59,2,22,replace pandas dataframe with a unique id,1,"python-2.7, pandas, numpy",Shew
48321356,2018-01-18 12:27:09,1,260,pandas dataframe category codes from two columns,2,"python-2.7, pandas, numpy, categorical-data",Shew
48437196,2018-01-25 06:55:04,2,28,get category type from codes of merged columns,2,"python, python-2.7, pandas, numpy, dataframe",Shew
48430589,2018-01-24 19:52:45,1,48,Transforming dataframe with group by and include extra column values,2,"python, pandas",blue-sky
48373687,2018-01-22 01:45:52,3,84,Concat column values based on condition,1,"python, pandas",blue-sky
48352127,2018-01-20 02:50:04,-1,50,writing data frames to a sql table,1,"python, sql, pandas, pypyodbc",C0ppert0p
48266653,2018-01-15 16:05:50,1,172,simple-itk: reading a sequence from a single tiff file,1,"python, performance, pandas, tiff, simpleitk",lhk
48288304,2018-01-16 19:13:54,1,169,"pandas, keep groupby groups after apply",1,"python, pandas, pandas-groupby, pandas-apply",lhk
48445691,2018-01-25 14:50:33,2,240,How to write on top of pandas HDF5 'read-only mode' files?,1,"python, python-3.x, pandas, hdf5",joaoavf
48199221,2018-01-11 03:09:33,2,116,Broaden Pandas DataFrame with multiple source columns,4,"python, pandas",MidnightThoughtful
48369927,2018-01-21 17:55:53,0,36,How to fix END and START values when smoothing a dataframe?,0,"python, pandas, numpy, plotly",symbolix
48354195,2018-01-20 08:48:38,1,181,Pandas vs matplotlib datetime,1,"python, pandas, datetime, matplotlib",Scott B
48265455,2018-01-15 14:57:42,0,111,Using dask map_partition gets stuck in inifinite error loop,0,"python, pandas, amazon-ec2, python-multiprocessing, dask",olix20
48362325,2018-01-20 23:57:26,1,64,Correct way to access pandas dataframe,1,"python, pandas, pvlib",GlenS
48291481,2018-01-16 23:32:51,0,84,pandas check same value in multiple columns,1,"python, pandas",Ajit
48248710,2018-01-14 10:36:09,0,32,How can I create a conditional text column in Pandas?,1,"python-3.x, pandas",Hugo
48207774,2018-01-11 13:02:31,0,603,Computing the difference between first and last values in a rolling window,1,"python, pandas, dataframe, lambda, sliding-window",Pandora
48257687,2018-01-15 06:02:37,0,56,How to convert Python dict to DataFrame columns after Pandas version 0.21.0?,1,"python, pandas, dataframe",hansioux
48347497,2018-01-19 18:33:59,2,1180,Pandas groupby diff,1,"python, pandas, group-by",Craig
48447553,2018-01-25 16:22:46,0,46,pandas removes rows with nan in df,1,"python, python-3.x, pandas, dataframe",daiyue
48399718,2018-01-23 10:43:53,0,62,pandas use Boolean mask replace row iteration in dataframe,2,"python, python-3.x, pandas, dataframe",daiyue
48386113,2018-01-22 16:26:25,0,46,pandas creates new columns based on the values of the other columns in the same row,1,"python, python-3.x, pandas, dataframe",daiyue
48382122,2018-01-22 12:56:37,2,1229,pandas dataframe check if index exists in a multi index,2,"pandas, multi-index",user77005
48246955,2018-01-14 05:30:07,1,1325,How to get a value from a cell of a dataframe by position or label?,2,"python, pandas, dataframe",tommy.carstensen
48409694,2018-01-23 19:48:20,0,380,using dataframe.apply to call unique function on each column,2,"python, pandas, dataframe, unique, apply",myusrn
48234190,2018-01-12 21:24:14,1,48,Merging Dataframes with conditions on another dataframe,0,"python, python-3.x, pandas, numpy",lowjumpingfrog
48432153,2018-01-24 21:46:12,4,1159,Compute percentile rank relative to a given population,3,"python, pandas, numpy, rank, percentile",sds
48452933,2018-01-25 22:27:33,3,848,Python comparison ignoring nan,2,"python, python-2.7, pandas, nan, equality",sds
48453186,2018-01-25 22:50:14,2,885,Pandas: nan->None,2,"python, python-2.7, pandas, nan",sds
48361886,2018-01-20 22:49:38,1,99,Drop specific row from a DataFrame with a MultiIndex,1,"python, pandas, multi-index",jbssm
48409527,2018-01-23 19:37:03,0,214,Multiple regex string replace on large text file using Python,2,"python, regex, pandas, parsing, replace",esafwan
48372289,2018-01-21 22:17:34,-2,32,on efficiently separating one data file into two files for model building work,1,"python, pandas",user288609
48195032,2018-01-10 19:50:03,0,32,Does pandas have an 'all' or 'forever' resample specification?,0,"python, pandas, dataframe",Rhys Ulerich
48185809,2018-01-10 10:54:06,2,72,Copy argument vs Series.Copy(),2,"python, pandas",Sankara Narayanan
48183281,2018-01-10 08:36:50,1,14,SettingWithCopyWarning of Pandas,0,pandas,Chan
48180777,2018-01-10 05:22:23,0,226,Reshaping CSV data by stacking columns,1,"python, pandas, csv, reshape",Safat Mahmood
48180718,2018-01-10 05:16:02,2,73,'int' object is not subscriptable (scraping tables from website),1,"python, pandas, beautifulsoup, typeerror",Hannah
48179918,2018-01-10 03:35:01,0,92,How can I add an empty sparse series to a Pandas dataframe?,1,"python, pandas",spencerrecneps
48179833,2018-01-10 03:23:38,1,26,searching rows with specific string from dataframe returns null in python,0,"python, pandas",Joohun Lee
48179460,2018-01-10 02:31:28,0,1249,Save panda dataframe into csv file,0,"python-3.x, pandas, csv",Joohun Lee
48179297,2018-01-10 02:08:10,3,517,Reindexing a specific level of a MultiIndex dataframe,1,"python, pandas, dataframe, multi-index, reindex",Bruno
48178904,2018-01-10 01:04:50,0,52,Condense similar instances in dataframe while adding the features of each,2,"python, pandas, pandas-groupby",Warthog1
48177672,2018-01-09 22:38:10,1,86,Python Data Loading slow performance,0,"python-3.x, performance, pandas, parallel-processing, sqlalchemy",Partha
48177434,2018-01-09 22:16:15,-2,348,How to extract only the numerical part of the columns in this table? (Python),1,"python-3.x, pandas, numpy, pandas-datareader",Manuel Rincon
48176949,2018-01-09 21:31:55,1,53,Repeat Values in Pandas between certain dates,1,"python, pandas, dataframe, time",Neelabh Pant
48174608,2018-01-09 18:33:45,2,499,Count extracted values from Pandas value_counts(),2,"python, pandas",dpetrini
48173695,2018-01-09 17:30:01,3,45,Issue With Updating Pandas Dataframe Column Based on Reference Table Targeting Another Column,1,"python, pandas, csv, dictionary, dataframe",ZuR4ruukmT0YPwgs
48172430,2018-01-09 16:17:56,1,342,Importing data in .iqy files into Pandas,0,"python, pandas, sharepoint",tgordon18
48171887,2018-01-09 15:46:58,-1,401,Only show round numbers on x-axis in point plot,1,"python, pandas, matplotlib, plot, seaborn",Felix
48171492,2018-01-09 15:27:41,2,1781,"""No numeric types to aggregate"" after groupby and mean",2,"python, pandas",Harry
48170960,2018-01-09 14:59:40,1,1925,Why is pandas.read_sas() so much slower than pandas.read_csv()?,0,"python, windows, pandas, csv",Nic Payne
48170405,2018-01-09 14:31:22,3,2734,Is pd.get_dummies one-hot encoding?,2,"python, pandas, scikit-learn",Mattia Paterna
48169391,2018-01-09 13:35:27,0,30,Create Field with the result of aggregated value,0,"python, pandas",Souleymane
48168918,2018-01-09 13:08:27,1,37,multiple files combination in pandas,2,"python, pandas",Joono
48168348,2018-01-09 12:35:12,2,1258,Pandas: Replace a column within a data frame by two columns,1,"python, pandas, multiple-columns",Gusto
48167040,2018-01-09 11:19:07,1,92,Creating a pandas dataframe by searching two dataframes,2,"python, pandas",DrBrodsky
48166760,2018-01-09 11:03:32,2,78,Pandas read csv with negative lookahead as seperator,1,"python, regex, pandas",Gusto
48166741,2018-01-09 11:02:49,2,519,ModuleNotFoundError: No module named 'win32api' ...while importing tpot,1,"pandas, python-3.6, tpot",Pulkit Kedia
48166461,2018-01-09 10:47:36,-2,282,getting error with plot with panda DataFrame,1,"python, pandas, dataframe, matplotlib, plot",yok
48164969,2018-01-09 09:25:59,1,307,Writing large data to a excel column cell with looping,1,"python, excel, pandas, xlsxwriter",griez007
48161240,2018-01-09 04:00:03,0,21,Pandas DataFrame expand existing dataset to finer timestamp,0,"pandas, numpy, dataframe, timestamp",spoonagi
48160623,2018-01-09 02:20:51,1,67,"python json to csv , code can only parse part of json data",0,"python, json, pandas, csv",Allen Wei
48158202,2018-01-08 21:18:58,0,680,How to install pandas and dependencies offline,1,"c++, windows, pandas, server",Mayara Ferreira
48158184,2018-01-08 21:17:28,1,25,Optimising pandas loop on a large dataframe while needing to limit the rows the loop performs on,1,"python-3.x, pandas, optimization",Jisket
48156939,2018-01-08 19:32:08,1,185,Python Pandas: How to remove all columns from dataframe that contains the values in a list?,3,"python, pandas, pyspark, spark-dataframe",Cody
48156915,2018-01-08 19:30:14,2,882,Reading Excel file to Python fails due to number formatted as text,1,"excel, excel-vba, pandas, openpyxl, xlrd, vba",wkzhu
48156342,2018-01-08 18:47:16,1,30,Creating a Pandas DataFrame by splitting the original DF on different caegories,1,"python, pandas",aRad
48155218,2018-01-08 17:31:07,0,28,How to compute series with different index?,1,"python-3.x, pandas, series",Ricky Parker
48154924,2018-01-08 17:11:12,1,66,Storing pandas DF in hdf file - too many timezones error,1,"python, pandas, datetime",CrunchyCruncha
48154042,2018-01-08 16:13:05,1,705,pandas merge with duplicate values in index,1,"python, pandas",skgbanga
48153934,2018-01-08 16:04:56,0,35,Optimise Pandas.series conversion to a set,1,"python, pandas",iam.Carrot
48151574,2018-01-08 13:44:49,1,69,Iterating over a text column in a dataframe,3,"python-3.x, pandas",TundeOre
48151540,2018-01-08 13:42:37,0,39,Pandas loads JSON file DatetimeIndex and not float,1,"python, json, pandas",itai ariel
48151497,2018-01-08 13:39:54,0,40,Pandas Dataframe Faster Approach,2,"python, pandas, dataframe",R.J. Jackson
48151024,2018-01-08 13:11:39,1,179,Parsing SAS datetime to pandas dataframe,1,"python, pandas, datetime, sas",CrunchyCruncha
48150111,2018-01-08 12:15:38,0,112,Using Matplotlib object oriented interface to plot a bar chart from a data frame,0,"python, pandas, matplotlib",colibrisson
48147971,2018-01-08 10:03:40,0,76,Merge duplicate rows and delete all duplicates after merging into one row,2,"python, pandas, dataframe, data-cleaning",ramez
48147872,2018-01-08 09:57:50,0,105,"Pandas Dataframe: Select row where column contains X, in multiindex",0,"python, pandas, dataframe, multi-index",Rickeyhb
48147283,2018-01-08 09:20:30,1,48,Partial Indexing Error in Python Series,0,"python, python-3.x, pandas, numpy",Jahanxb Khan
48147272,2018-01-08 09:19:54,2,21,Adding a column of differences from another column to groups of a dataframe,1,"python, pandas",Julian
48146538,2018-01-08 08:25:22,0,46,Time categorization in pandas,0,"python, pandas",barkat khan
48144684,2018-01-08 05:30:24,1,57,Rounding down datetime column by the hour,3,"python, pandas, date, datetime, dataframe",Satyajit Pattnaik
48143316,2018-01-08 01:50:44,1,117,groupby and sum by specify row type in pandas,3,"python, pandas",jeff
48143113,2018-01-08 01:11:11,1,345,How do I add a title to a grouped pandas dataframe?,1,"python, pandas, group-by, histogram",laythstag
48139274,2018-01-07 16:35:56,3,977,Removing leading zeros from pandas.core.series.Series,3,"python, pandas, time-series",Elina
48138757,2018-01-07 15:41:40,1,244,Can't reshape to right shape size,1,"python, pandas, numpy, reshape",Allen Yeh
48136756,2018-01-07 11:41:26,-1,117,Slice indices must have an __index__ method,1,"python, pandas",HISI
48133827,2018-01-07 02:32:26,1,716,Time Series Forecasting for Humidity,1,"python, pandas, machine-learning, time-series, arima",niranjan272
48133358,2018-01-07 00:46:24,0,824,"Create sparse matrix with pandas and fill it with values from one column of .dat file at indexes [x,y] from other two columns of .dat file",1,"python, pandas, numpy, matrix, scipy",akle
48131812,2018-01-06 20:53:58,2,3061,Get unique values of multiple columns as a new dataframe in pandas,1,"python, pandas, pandas-groupby",Ofek Ron
48131408,2018-01-06 20:07:00,0,595,Merging Excel Files with Pandas,2,"excel, python-3.x, pandas",Issam Beik
48130196,2018-01-06 17:55:24,0,756,StatsModel logit.predict error: Number of rows mismatch between data argument and new values,0,"python, pandas, scikit-learn, predict",Saraki
48128670,2018-01-06 15:12:02,0,102,How to extract numbers from a text file with appropriate labels in python,2,"python, pandas, numpy",jax
48127893,2018-01-06 13:35:39,2,39,Get the values related to row in pandas in python,2,"python, pandas",J Cena
48126563,2018-01-06 10:48:56,1,88,Python in two different directories( one specified and one hidden),3,"python, pandas, pip",user3776800
48125961,2018-01-06 09:25:06,1,63,Pandas and CSV Libraries CSV Manipulation,1,"python, pandas, csv",Anne
48124809,2018-01-06 06:11:20,1,36,compute dataframe operations on selected rows only,0,"python, pandas, dataframe",ashwani
48123740,2018-01-06 02:30:30,2,71,How to count the frequency of a record based on condition in another column in pandas?,4,"python, pandas",alys
48123253,2018-01-06 00:49:50,0,306,Format Dictionary Key:Value on a New Line and New Tab,1,"python, pandas, dictionary, formatting",WaterGuy
48123081,2018-01-06 00:24:12,0,153,pandas Grouper changes date value,0,"python, pandas",Evan
48123045,2018-01-06 00:16:56,0,1042,Python pandas convert multiple headers in excel file into columns,2,"python, excel, pandas, dataframe",Shaggy
48122696,2018-01-05 23:26:04,0,329,pd.to_numeric converts entire series to NaN,1,"python, pandas, dataframe",Alissa
48122046,2018-01-05 22:15:38,1,256,Pandas: Convert Month Name to Int + Concat to Column and Convert to Date time,1,"python, pandas, datetime, calendar",G.G.
48121901,2018-01-05 22:01:54,1,62,How to print pandas.dataframe.head without cutting long parameters,1,pandas,ronseg
48120471,2018-01-05 19:59:16,3,37,Conditional values for column in pandas,2,"python, pandas",Elias Uhalde
48120216,2018-01-05 19:38:15,0,433,Parse JSON using pandas,2,"python, json, pandas",SNT
48119915,2018-01-05 19:16:47,1,52,Python - Regex split data in Dataframe,3,"python, pandas",ekjcfn3902039
48119907,2018-01-05 19:15:56,0,37,Create Range Column with duplicate values pandas,0,"python, pandas",the_deuce
48118809,2018-01-05 17:51:34,1,656,Add different color markers by day of week to a Pandas time series plot,2,"python, pandas, matplotlib, timeserieschart",blackszu
48117256,2018-01-05 16:09:59,1,56,Cleaning date column imported from excel,1,"python, pandas, date",MarkoBox
48115214,2018-01-05 14:05:02,0,405,pd.describe() does not work,0,"pandas, describe",Alivin Wang
48115087,2018-01-05 13:57:34,0,1362,converting ParquetFile to pandas Dataframe with a column with a set of string in python,1,"python, pandas, fastparquet",Reyhaneh
48113905,2018-01-05 12:44:03,1,118,Slice a Pandas Dataframe based on the results of a function on a column,1,"python, pandas, dataframe, slice, series",Georgina Peach
48111889,2018-01-05 10:41:54,2,1264,Merge two DataFrames on multiple columns,1,"pandas, dataframe, merge",codyycode
48110802,2018-01-05 09:38:00,0,99,unmelt pandas dataframe and create new columns for duplicate columns,1,"python, pandas, dataframe",Chester Cheng
48108403,2018-01-05 06:35:21,1,183,Comparing pandas Dataframe columns values one by one,2,"python, pandas, dataframe, compare",Robin
48108025,2018-01-05 06:01:14,0,87,how to display matching row in pandas groupby,0,"python, pandas, pandas-groupby",Sam Joe
48107850,2018-01-04 06:06:22,0,410,How to reorder some rows in specfic orders in pandas python,2,"machine-learning, pandas, dataframe",Ajay
48106544,2018-01-05 02:53:02,-2,54,Data type issue with pandas dataframe,1,"python, pandas, dataframe",Vishal
48104907,2018-01-04 23:09:29,0,98,Turn pandas dataframe row in to a column based on unique IDs,1,"python, pandas, dataframe, reshape",ERS
48104068,2018-01-04 21:48:17,0,39,Apply floating point values based on 'coded' integers with loops,1,"python, pandas",Lou-gazi
48104001,2018-01-04 21:42:09,1,295,Pandas Read_CSV incorrectly reads numbers,1,"python, python-3.x, python-2.7, pandas",edb500
48102429,2018-01-04 19:42:01,0,55,Pandas One by One Entry with Python,2,"python, python-3.x, pandas",Emman Lopez Telewik
48101815,2018-01-04 18:57:38,1,196,Custom PeriodIndex (Python / Pandas equivalent to SAS INTNX),1,"python, pandas, datetime",Bruno
48100396,2018-01-04 17:19:40,2,40,How to rotate Pandas Dataframe MultiIndex Rows into MultiIndex Columns?,1,"python, python-3.x, pandas",user9173983
48099934,2018-01-04 16:50:45,0,40,Easier way to create pandas multi-column Dataframe?,1,"python, pandas",varantir
48098985,2018-01-04 15:58:30,-1,685,pandas iterate rows to a new dataframe,2,"python, pandas",Yogi
48098722,2018-01-04 15:43:34,1,291,simple apply to concat pandas-columns,2,"python-3.x, pandas, apply",r.user.05apr
48097982,2018-01-04 15:01:55,0,38,Pandas Entry Using Python,0,"python, pandas",james bondo
48095457,2018-01-04 12:34:31,0,688,correcting for floating point arithmetic 'errors' when rounding in pandas,1,"python, pandas, floating-accuracy, rounding-error",Mark Dranias
48093083,2018-01-04 10:15:47,1,38,Pandas compare values for the same time every day,1,"python, pandas, dataframe",Trần Danh Lưu
48092411,2018-01-04 09:38:23,1,27,Creating pandas dataframes from nested json file that has lista,1,"python, json, pandas, dataframe",penestia
48091106,2018-01-04 08:08:20,1,752,Python list to .csv,1,"python, pandas",saddle point
48090861,2018-01-04 07:49:52,1,160,Key Error despite using the correct column name,1,"python, pandas",Abcd
48090565,2018-01-04 07:26:57,1,84,Get special group in pandas multiindex,1,"pandas, multi-index",zwordcn
48089167,2018-01-04 05:26:36,1,69,Combine columns and sort the values before creating a new column,2,"python, pandas, csv, sorting",Marcel
48087861,2018-01-04 02:28:21,-1,876,tf.estimator.inputs.pandas_input_fn throws _NumericColumn' object has no attribute 'insert_transformed_feature,1,"pandas, numpy, tensorflow",Walker Rowe
48087729,2018-01-04 02:05:56,1,133,pandas groupby & aggregate into original dataframe,1,"python, pandas, dataframe",Tian Yan
48086073,2018-01-03 22:26:14,0,41,Python3 function with pandas dataframe input runs slower then 1st time and faster the 2nd time,0,"python, python-3.x, performance, function, pandas",Sam
48084878,2018-01-03 20:46:15,0,66,Sum values in column 3 related to unique values in column 2 and 1,1,"python, pandas, sorting, sum, grouping",P. Faske
48084262,2018-01-03 19:55:28,0,83,Sort a list based on values from dataframe,2,"python, pandas, sorting",Pawel
48084196,2018-01-03 19:50:12,0,80,Getting value from groupby matrix,1,"python, pandas, validation, dataframe, pandas-groupby",Rodi
48081103,2018-01-03 16:13:58,0,299,MySql read_sql python query with variable @,1,"python, mysql, pandas, variables",Kenny
48079374,2018-01-03 14:30:10,0,101,How to read and open gal file from a selected path in my pc?,1,"python, pandas, file, gal",yousif
48079316,2018-01-03 14:27:47,0,320,Python : error tuple index out of range when plotting pandas columns X Vs Y,0,"python, pandas, matplotlib, plot",Jerome 
48079133,2018-01-03 14:15:57,2,62,Is there a quicker way of iterating through and removing specific rows in a Pandas dataframe?,1,"python, pandas, loops, dataframe, jupyter-notebook",Swedish Mike
48078901,2018-01-03 14:00:07,0,474,Dataframe split but get error 'list' object has no attribute 'str',0,"python, pandas, dataframe",Naxe
48078692,2018-01-03 13:47:45,0,52,Pivot pandas timeseries by year,1,"python, pandas",piiipmatz
48078271,2018-01-03 13:21:44,-1,36,List with Filepaths search for specific files python,1,"python, python-3.x, pandas",Patrick.H
48077401,2018-01-03 12:27:06,1,649,Reading in CSV columns as categorical variables using pandas,1,"python, pandas, csv",Learner
48076398,2018-01-03 11:23:45,0,55,How to create a function to read the current single row from a csv file whenever it will be called from main function or main loop?,2,"python-3.x, pandas, csv, dataframe",Prayuktibid
48076384,2018-01-03 11:22:57,0,437,Lifelines boolean index in Python did not match indexed array along dimension 0; dimension is 88 but corresponding boolean dimension is 76,1,"python, pandas, cox-regression, cox, lifelines",slesher
48076276,2018-01-03 11:16:09,1,208,Selecting single row as dataframe with DatetimeIndex,3,"python, pandas",Marcus V.
48074462,2018-01-03 09:21:24,0,1440,Scikit Learn OneHotEncoder fit and transform Error: ValueError: X has different shape than during fitting,2,"python, pandas, machine-learning, scikit-learn, one-hot-encoding",Punith Raj
48070320,2018-01-03 02:15:07,1,107,Changing boolean value within a DataFrame iterrows does nothing,1,"python, python-3.x, pandas",JavoSN
48068076,2018-01-02 21:28:09,-1,553,"Python pandas, errors using .str.contains to search dataframe column for substring",1,"python, pandas, dataframe, filtering, contains",guest10501726
48065943,2018-01-02 18:25:42,-4,68,Pandas: How to combine rows,1,"python, pandas, dataframe, data-science",niallmandal
48065797,2018-01-02 18:13:56,0,61,Python: How to take the first value of a column of multiple .csv files + its name and make a new file with them,2,"python, pandas, csv, glob",toyo10
48065753,2018-01-02 18:09:35,0,83,"Sort by two columns, why not do grouping first?",1,"python, sql, pandas, sorting, group-by",Cheng
48064232,2018-01-02 16:11:36,2,160,Conditionally assign values to DF column using np.where,3,"python, pandas, dataframe",Hagai Israeli
48061836,2018-01-02 13:23:07,1,88,Matrix operations on labeled arrays,0,"python, pandas, numpy, matrix, python-xarray",Joe H
48061769,2018-01-02 13:17:51,1,175,Compare one column with multiple column containing categorical values without loops,1,"python, pandas, numpy",jazz090
48060962,2018-01-02 12:24:27,3,183,How to keep DataFrame / column and index names after calculation with np.where?,2,"python, pandas, numpy",Alexander Thomsen
48056858,2018-01-02 07:05:06,0,48,creating a new dataframe each time and applying sum,0,"python, sql, sqlite, pandas",aditass
48056265,2018-01-02 06:07:49,-1,101,How to copy specific values in one pandas data frame into another?,2,"python, excel, pandas, dataframe",Abdul Karim Khan
48393536,2018-01-23 03:02:11,-1,31,Can number of Leads be predicted based on previous months,1,"python, pandas, numpy, matplotlib, machine-learning",Sandeep Nair
48282691,2018-01-16 13:44:27,2,856,pandas grouper issue with key that is an index,2,"python, python-3.x, pandas",amadain
48153180,2018-01-08 15:21:03,0,1042,Count number of unique values for multiple columns in Python,1,"python, pandas, loops, numpy, apply",pras
48144828,2018-01-08 05:46:46,3,474,How to replace certain values in a pandas column with the mean column value of similar rows?,2,"python, pandas, dataframe",kpsgf7
48140575,2018-01-07 19:01:53,1,63,Using .pivot() after saving and loading from CSV causes KeyError,1,"python, pandas, dataframe, pivot, keyerror",kailee
48273112,2018-01-16 02:04:11,1,660,Encoding string features in pandas,2,"python, pandas, scikit-learn",Fraz
48299723,2018-01-17 11:11:33,0,21,Re-structure a pandas dataframe,1,"python, pandas",orak
48406295,2018-01-23 16:17:18,0,22,Read values from multiple rows and combine them in another row in pandas dataframe,2,"python, pandas",orak
48267427,2018-01-15 16:51:30,0,223,Trouble in creating graphics with matplotlib in a Jupyter notebook,1,"python, pandas, matplotlib, azure-machine-learning",craftApprentice
48307163,2018-01-17 17:52:41,1,54,Counters for changes in column,1,"python, pandas",John
48433463,2018-01-24 23:39:38,0,53,How to select a lot of specific rows from postgres,0,"python, postgresql, pandas, sqlalchemy",Slackware
48430711,2018-01-24 20:01:27,0,43,How to append a third column in a dataframe using conditions from 2 other columns in a dataframe,2,"python, pandas, numpy, data-science",user1017373
48421062,2018-01-24 11:11:09,2,49,Faster function or script for computing a large dataframe,1,"python, pandas, numpy, data-science, pandas-groupby",user1017373
48426455,2018-01-24 15:48:59,0,44,Grouping features in a data frame based on events,0,"python, pandas, numpy, group-by, data-science",user1017373
48388616,2018-01-22 19:05:01,-1,341,Create a new data frame based on conditions from columns of a given dataframe,1,"python, pandas, numpy, group-by",user1017373
48383789,2018-01-22 14:26:53,0,42,Use the Timestamp information to classify the columns into busniess hours and weekdays,2,"python, pandas, numpy",user1017373
48214357,2018-01-11 19:17:55,0,199,Select xarray/pandas index based on a list of months,3,"python, pandas, numpy, python-xarray",bchate
48286534,2018-01-16 17:14:56,-1,74,How to work with data different from schema in pandas python,2,"python-2.7, pandas",drgnrbrn
48391911,2018-01-22 23:31:14,0,40,Replace values from pandas dataset with dictionary,1,"python, pandas, dictionary, replace",xzegga
48216978,2018-01-11 22:41:27,0,697,"Pandas: how to ""unpivot"" a pivot table?",1,"python, pandas",Munichong
48428438,2018-01-24 17:31:23,0,97,set rows in Pandas dataframe to NaN starting from where index is equal to certain value,2,"python, pandas",ArchieTiger
48206911,2018-01-11 12:18:34,2,53,Pandas sort every column separately and add new reference column by side,2,"pandas, sorting, dataframe, lookup",Vivek
48304580,2018-01-17 15:27:42,0,72,Pandas: Create new columns with values from other rows,1,"python, pandas",GSta
48229656,2018-01-12 15:50:29,1,211,Parse Postgres array to Python list,0,"python-3.x, postgresql, pandas",Brylie Christopher Oxley
48449076,2018-01-25 17:52:07,1,106,Self-made Yahoo query for Finance data - error with pandas read_csv,0,"pandas, python-requests",Andreas K.
48192168,2018-01-10 16:40:55,1,54,DatetimeIndex: what is the purpose of 'freq' attribute?,2,"python, pandas",luca
48409617,2018-01-23 19:43:33,1,25,Pandas: Changing old values at list of index with with list of new values,1,"python-3.x, pandas",Zanam
48203528,2018-01-11 09:24:10,0,190,networkx: add edges from list of relationships,1,"python, pandas, networkx",Guido Lo Spacy
48231778,2018-01-12 18:03:46,0,46,How to handle a quote character in a quoted csv column using python and pandas?,0,"python, pandas",Jabb
48425556,2018-01-24 15:02:18,3,50,python pandas: count no of users falls in the both categories,3,"python, pandas",Mohammad Saifullah
